Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
A0PFK7	reviewed	CAPZB_PIG	F-actin-capping protein subunit beta (CapZ beta)	CAPZB	Sus scrofa (Pig)	272	CAPZB
O61270	reviewed	GELS_HALRO	Gelsolin, cytoplasmic (Actin-depolymerizing factor) (ADF) (Ascidian gelsolin)		Halocynthia roretzi (Sea squirt) (Cynthia roretzi)	715	
Q641G7	reviewed	ARPC4_XENLA	Actin-related protein 2/3 complex subunit 4	arpc4 XELAEV_18025964mg	Xenopus laevis (African clawed frog)	168	arpc4
Q2TBN1	reviewed	SMRD1_BOVIN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 (60 kDa BRG-1/Brm-associated factor subunit A) (BRG1-associated factor 60A) (BAF60A) (SWI/SNF complex 60 kDa subunit)	SMARCD1 BAF60A	Bos taurus (Bovine)	515	SMARCD1
A1DPK7	reviewed	ARC3A_XENLA	Actin-related protein 2/3 complex subunit 3-A	arpc3-a XELAEV_18010654mg	Xenopus laevis (African clawed frog)	178	arpc3-a
Q755V2	reviewed	END3_EREGS	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 AER416C	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	372	END3
Q9UTQ7	reviewed	ARP9_SCHPO	SWI/SNF and RSC complexes subunit arp9 (Actin-like protein arp9) (Actin-related protein 9) (Chromatin structure-remodeling complex subunit arp9)	arp9 SPAC1071.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	523	arp9
A6ZRZ6	reviewed	END3_YEAS7	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 SCY_4707	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)	349	END3
Q5AJ82	reviewed	END3_CANAL	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 CAALFM_C301400WA CaO19.1711 CaO19.9278	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	395	END3
Q09YN4	reviewed	CAZA2_RABIT	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	CAPZA2	Oryctolagus cuniculus (Rabbit)	286	CAPZA2
P84994	reviewed	ABP41_LILDA	Villin-like protein ABP41 (Calcium-dependent actin-binding protein ABP41)		Lilium davidii (David's lily)	146	
O13808	reviewed	GMF1_SCHPO	Actin-depolymerizing factor gmf1 (Glia maturation factor-like protein 1)	gmf1 SPAC17H9.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	141	gmf1
F6QZ15	reviewed	MICA2_XENTR	[F-actin]-monooxygenase mical2 (EC 1.14.13.225) (Molecule interacting with CasL protein 2) (MICAL-2)	mical2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1126	mical2
A6ZVS5	reviewed	PAN1_YEAS7	Actin cytoskeleton-regulatory complex protein PAN1 (Mitochondrial distribution of proteins protein 3)	PAN1 DIM2 MDP3 MIP3 SCY_2791	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)	1460	PAN1
Q4WSE8	reviewed	END3_ASPFU	Actin cytoskeleton-regulatory complex protein end3 (Cytoskeletal adapter protein sagA) (Endocytosis protein 3)	end3 sagA AFUA_1G13020	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	404	end3
Q5BEK7	reviewed	END3_EMENI	Actin cytoskeleton-regulatory complex protein end3 (Cytoskeletal adapter protein sagA) (Endocytosis protein 3)	end3 sagA AN1023	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	404	end3
Q9W7F2	reviewed	WDR1A_XENLA	WD repeat-containing protein 1-A (Actin-interacting protein 1-A) (xAIP1-A)	wdr1-a aip1	Xenopus laevis (African clawed frog)	607	wdr1-a
P13127	reviewed	CAZA1_CHICK	F-actin-capping protein subunit alpha-1 (Beta-actinin subunit I) (CapZ 36/32)	CAPZA1	Gallus gallus (Chicken)	286	CAPZA1
B1MTJ4	reviewed	SETD3_PLEMO	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3	Plecturocebus moloch (Dusky titi monkey) (Callicebus moloch)	595	SETD3
C1FXW2	reviewed	SETD3_DASNO	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3	Dasypus novemcinctus (Nine-banded armadillo)	589	SETD3
Q5R921	reviewed	SAC1_PONAB	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L SAC1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	587	SACM1L
Q92352	reviewed	ARPC4_SCHPO	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa) (p20-ARC)	arc4 arp20 SPAC6G9.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	168	arc4
B5FW36	reviewed	SETD3_OTOGA	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	595	SETD3
Q5ZML9	reviewed	SETD3_CHICK	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3 RCJMB04_1k10	Gallus gallus (Chicken)	593	SETD3
Q6DCZ7	reviewed	FBP1L_XENLA	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	fnbp1l toca1	Xenopus laevis (African clawed frog)	543	fnbp1l
B0VX69	reviewed	SETD3_CALJA	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3	Callithrix jacchus (White-tufted-ear marmoset)	595	SETD3
B2KI88	reviewed	SETD3_RHIFE	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3	Rhinolophus ferrumequinum (Greater horseshoe bat)	594	SETD3
E2RBS6	reviewed	SETD3_CANLF	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	SETD3	Canis lupus familiaris (Dog) (Canis familiaris)	588	SETD3
Q9MZD2	reviewed	FLNB_RABIT	Filamin-B (FLN-B) (ABP-280-like protein) (Actin-binding-like protein) (Beta-filamin) (C254)	FLNB	Oryctolagus cuniculus (Rabbit)	294	FLNB
Q5R5Z5	reviewed	ARPC2_PONAB	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARPC2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	300	ARPC2
Q10316	reviewed	ARPC5_SCHPO	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	arc5 arc16 SPAC17G8.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	152	arc5
O14241	reviewed	ARPC2_SCHPO	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	arc2 arc34 SPAC6F6.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	317	arc2
Q9C0K3	reviewed	ARP3C_HUMAN	Actin-related protein 3C (Actin-related protein 11)	ACTR3C ARP11	Homo sapiens (Human)	210	ACTR3C
Q9Y614	reviewed	ACL7B_HUMAN	Actin-like protein 7B (Actin-like-7-beta)	ACTL7B	Homo sapiens (Human)	415	ACTL7B
Q5NVG8	reviewed	WASF1_PONAB	Actin-binding protein WASF1 (Protein WAVE-1) (Wiskott-Aldrich syndrome protein family member 1) (WASP family protein member 1)	WASF1 WAVE1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	559	WASF1
A0A7L8Y648	reviewed	MIAC_HUMAN	Micropeptide inhibiting actin cytoskeleton	AQP5-AS1 MIAC	Homo sapiens (Human)	51	AQP5-AS1
Q9H568	reviewed	ACTL8_HUMAN	Actin-like protein 8 (Cancer/testis antigen 57) (CT57)	ACTL8	Homo sapiens (Human)	366	ACTL8
Q8N0Z2	reviewed	ABRA_HUMAN	Actin-binding Rho-activating protein (Striated muscle activator of Rho-dependent signaling) (STARS)	ABRA	Homo sapiens (Human)	381	ABRA
A6QQD2	reviewed	ACTMP_BOVIN	Actin maturation protease (EC 3.4.11.-) (Actin aminopeptidase ACTMAP)		Bos taurus (Bovine)	348	
Q9QY83	reviewed	ACL7B_MOUSE	Actin-like protein 7B (Actin-like-7-beta) (Testis-specific actin-1) (T-actin-1)	Actl7b Tact1	Mus musculus (Mouse)	418	Actl7b
B0V3H4	reviewed	ACTMP_DANRE	Actin maturation protease (EC 3.4.11.-) (Actin aminopeptidase ACTMAP)	actmap si:dkey-233h2.2 zgc:153119	Danio rerio (Zebrafish) (Brachydanio rerio)	307	actmap
Q554S6	reviewed	ACT17_DICDI	Actin-17 (EC 3.6.4.-) (Actin-2-sub 2)	act17 act2-2 DDB_G0274131	Dictyostelium discoideum (Social amoeba)	374	act17
P07828	reviewed	ACT18_DICDI	Actin-18 (EC 3.6.4.-) (Actin-3-sub 2)	act18 act3-2 DDB_G0289489	Dictyostelium discoideum (Social amoeba)	380	act18
P45889	reviewed	ACTZ_DROME	Actin-related protein 1 (Actin-like protein 1) (Actin-like protein 87C)	Arp1 Actr87C Arp87C CG6174	Drosophila melanogaster (Fruit fly)	376	Arp1
P0C540	reviewed	ACT7_ORYSJ	Actin-7 (EC 3.6.4.-)	ACT7 AC7 RAC7 Os01g0866100 LOC_Os01g64630 P0505D12.32-2	Oryza sativa subsp. japonica (Rice)	376	ACT7
A3C6D7	reviewed	ACT2_ORYSJ	Actin-2 (EC 3.6.4.-)	ACT2 AC2 RAC2 Os10g0510000 LOC_Os10g36650 OsJ_030859 OSJNBa0005K07.1	Oryza sativa subsp. japonica (Rice)	377	ACT2
Q10AZ4	reviewed	ACT3_ORYSJ	Actin-3 (EC 3.6.4.-)	ACT3 AC3 RAC3 Os03g0836000 LOC_Os03g61970 OsJ_13270 OSJNBa0096I06.10	Oryza sativa subsp. japonica (Rice)	377	ACT3
P10986	reviewed	ACT4_CAEEL	Actin-4 (EC 3.6.4.-)	act-4 M03F4.2	Caenorhabditis elegans	376	act-4
Q9QZB7	reviewed	ARP10_MOUSE	Actin-related protein 10 (Actin-related protein 11)	Actr10 Act11 Actr11 Arp10 Arp11	Mus musculus (Mouse)	417	Actr10
Q8RYC2	reviewed	ACT5_ARATH	Putative actin-5	ACT5 At2g42100 T24P15.22 T6D20.1	Arabidopsis thaliana (Mouse-ear cress)	378	ACT5
P45890	reviewed	ARP6_DROME	Actin-related protein 6 (dArp6) (Actin-like protein 13E)	Arp6 Acrp Actr13E Arp4 CG11678	Drosophila melanogaster (Fruit fly)	398	Arp6
P93738	reviewed	ACT9_ARATH	Putative actin-9	ACT9 At2g42090 T6D20.2	Arabidopsis thaliana (Mouse-ear cress)	366	ACT9
Q54HE7	reviewed	ACT28_DICDI	Putative actin-28 (EC 3.6.4.-)	act28 DDB_G0289511	Dictyostelium discoideum (Social amoeba)	353	act28
Q55EU6	reviewed	ACT23_DICDI	Putative actin-23 (EC 3.6.4.-)	act23 DDB_G0268744	Dictyostelium discoideum (Social amoeba)	358	act23
Q10DV7	reviewed	ACT1_ORYSJ	Actin-1 (EC 3.6.4.-) (OsRAC1)	ACT1 AC1 RAC1 Os03g0718100 LOC_Os03g50885 OsJ_011865 OSJNBa0078A17.12	Oryza sativa subsp. japonica (Rice)	377	ACT1
Q56A35	reviewed	ARP2B_DANRE	Actin-related protein 2-B (Actin-like protein 2-B)	actr2b arp2b si:dkey-66m17.2 zgc:110550	Danio rerio (Zebrafish) (Brachydanio rerio)	394	actr2b
Q8BXF8	reviewed	ACTT3_MOUSE	Actin-related protein T3 (ARP-T3) (Actin-related protein M1)	Actrt3 Arpm1	Mus musculus (Mouse)	369	Actrt3
Q641P0	reviewed	ARP3B_MOUSE	Actin-related protein 3B (ARP3-beta) (Actin-like protein 3B)	Actr3b	Mus musculus (Mouse)	418	Actr3b
P61164	reviewed	ACTZ_MOUSE	Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)	Actr1a Ctrn1	Mus musculus (Mouse)	376	Actr1a
Q7SXW6	reviewed	ARP2A_DANRE	Actin-related protein 2-A (Actin-like protein 2-A)	actr2a actr2 arp2a	Danio rerio (Zebrafish) (Brachydanio rerio)	394	actr2a
Q1LZF2	reviewed	ARP8_BOVIN	Actin-related protein 8	ACTR8 ARP8	Bos taurus (Bovine)	624	ACTR8
Q2T9W4	reviewed	ACTL9_BOVIN	Actin-like protein 9	ACTL9 ACTL7C	Bos taurus (Bovine)	416	ACTL9
Q32KZ2	reviewed	ACL7A_BOVIN	Actin-like protein 7A	ACTL7A	Bos taurus (Bovine)	438	ACTL7A
Q54ET6	reviewed	ABPF_DICDI	Actin-binding protein F	abpF kenN DDB_0230207	Dictyostelium discoideum (Social amoeba)	2364	abpF
P59679	reviewed	ARP8_DANRE	Actin-related protein 8	actr8 zgc:55313	Danio rerio (Zebrafish) (Brachydanio rerio)	623	actr8
Q54JV5	reviewed	ARP8_DICDI	Actin-related protein 8	arpG actr8 DDB_G0287779	Dictyostelium discoideum (Social amoeba)	873	arpG
P38281	reviewed	APD1_YEAST	Actin patches distal protein 1	APD1 YBR151W YBR1201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316	APD1
P62025	reviewed	PHAR2_RAT	Phosphatase and actin regulator 2	Phactr2	Rattus norvegicus (Rat)	569	Phactr2
Q54I79	reviewed	ACTY_DICDI	Centractin (Actin-related protein A)	arpA Arp1 DDB_G0288937	Dictyostelium discoideum (Social amoeba)	383	arpA
Q9D864	reviewed	ARP6_MOUSE	Actin-related protein 6 (mArp6)	Actr6	Mus musculus (Mouse)	396	Actr6
Q5E9D5	reviewed	DEST_BOVIN	Destrin (Actin-depolymerizing factor) (ADF)	DSTN	Bos taurus (Bovine)	165	DSTN
F1QIC4	reviewed	PHR4A_DANRE	Phosphatase and actin regulator 4A	phactr4a	Danio rerio (Zebrafish) (Brachydanio rerio)	725	phactr4a
Q9ZU34	reviewed	AIP11_ARATH	Actin-interacting protein 1-1	AIP1-1 At2g01330	Arabidopsis thaliana (Mouse-ear cress)	611	AIP1-1
Q6KC51	reviewed	ABLM2_RAT	Actin-binding LIM protein 2 (abLIM-2) (Actin-binding LIM protein family member 2)	Ablim2	Rattus norvegicus (Rat)	612	Ablim2
A4FUX8	reviewed	ACL6B_BOVIN	Actin-like protein 6B (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B)	ACTL6B ACTL6 BAF53B	Bos taurus (Bovine)	426	ACTL6B
P34685	reviewed	CAPZA_CAEEL	F-actin-capping protein subunit alpha	cap-1 D2024.6	Caenorhabditis elegans	282	cap-1
Q0II04	reviewed	NEBL_MOUSE	Nebulette (Actin-binding Z-disk protein)	Nebl Lnebl	Mus musculus (Mouse)	452	Nebl
Q570Y6	reviewed	ADF8_ARATH	Actin-depolymerizing factor 8 (ADF-8) (AtADF8)	ADF8 At4g00680 F6N23.12	Arabidopsis thaliana (Mouse-ear cress)	140	ADF8
Q9ZNT3	reviewed	ADF5_ARATH	Actin-depolymerizing factor 5 (ADF-5) (AtADF5)	ADF5 At2g16700 T24I21.11	Arabidopsis thaliana (Mouse-ear cress)	143	ADF5
Q84TB3	reviewed	ADF4_ORYSJ	Actin-depolymerizing factor 4 (ADF-4) (OsADF4)	ADF4 Os03g0820600 LOC_Os03g60590 OJ1754_E06.22	Oryza sativa subsp. japonica (Rice)	139	ADF4
Q9ZSK2	reviewed	ADF6_ARATH	Actin-depolymerizing factor 6 (ADF-6) (AtADF6)	ADF6 At2g31200 F16D14.4	Arabidopsis thaliana (Mouse-ear cress)	146	ADF6
P10988	reviewed	ACT1_PLAFO	Actin-1 (EC 3.6.4.-) (Actin I) (pf-actin I)	ACT1 ACTI	Plasmodium falciparum (isolate NF54)	376	ACT1
P14883	reviewed	ACT2_PLAFO	Actin-2 (EC 3.6.4.-) (Actin II) (pf-actin II)	ACT2 ACTII	Plasmodium falciparum (isolate NF54)	376	ACT2
P43239	reviewed	ACT1_PNECA	Actin-1 (EC 3.6.4.-) (Actin I)		Pneumocystis carinii	375	
P86288	reviewed	ACT2_PLAFX	Actin-2 (EC 3.6.4.-) (Actin II)	ACT2 ACTII	Plasmodium falciparum (isolate HB3)	376	ACT2
Q7RPB4	reviewed	ACT2_PLAYO	Actin-2 (EC 3.6.4.-) (Actin II)	ACT2 ACTII PY01545	Plasmodium yoelii yoelii	376	ACT2
P02583	reviewed	ACT2_OXYFA	Actin, cytoplasmic (EC 3.6.4.-) (Actin, micronuclear)		Oxytricha fallax	357	
Q9Y702	reviewed	ACT1_SCHCO	Actin-1 (EC 3.6.4.-) (Beta-actin)	ACT1	Schizophyllum commune (Split gill fungus)	375	ACT1
P27131	reviewed	ACT1_NAEFO	Actin-1 (EC 3.6.4.-) (Actin I)		Naegleria fowleri (Brain eating amoeba)	375	
P55805	reviewed	ACT2_STENO	Actin, cytoplasmic (EC 3.6.4.-) (Actin, micronuclear)	MIC-ACT-1; MIC-ACT-2	Sterkiella nova (Ciliate) (Oxytricha nova)	375	MIC-ACT-1; MIC-ACT-2
Q7RME1	reviewed	ACT1_PLAYO	Actin-1 (EC 3.6.4.-) (Actin I)	ACT1 ACTI PY02240	Plasmodium yoelii yoelii	376	ACT1
Q1JP79	reviewed	ARC1A_BOVIN	Actin-related protein 2/3 complex subunit 1A	ARPC1A	Bos taurus (Bovine)	370	ARPC1A
Q1LU93	reviewed	ABITM_DANRE	Protein Abitram (Actin-binding transcription modulator) (Protein Simiate)	abitram fam206a si:ch211-254e15.2 zgc:153072	Danio rerio (Zebrafish) (Brachydanio rerio)	177	abitram
Q54DM0	reviewed	HATC_DICDI	Hisactophilin-3 (Histidine-rich actin-binding protein 3)	hatC DDB_G0292136	Dictyostelium discoideum (Social amoeba)	119	hatC
Q9FKT0	reviewed	ARP8_ARATH	Actin-related protein 8 (F-box protein ARP8)	ARP8 At5g56180 MDA7.26	Arabidopsis thaliana (Mouse-ear cress)	471	ARP8
Q29S16	reviewed	ABITM_BOVIN	Protein Abitram (Actin-binding transcription modulator) (Protein Simiate)	ABITRAM FAM206A	Bos taurus (Bovine)	187	ABITRAM
F4IVU1	reviewed	ARC2B_ARATH	Actin-related protein 2/3 complex subunit 2B (Actin-related protein C2B) (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARPC2B At2g33385 F4P9.42	Arabidopsis thaliana (Mouse-ear cress)	374	ARPC2B
Q1ECJ7	reviewed	ARPC3_ARATH	Actin-related protein 2/3 complex subunit 3 (Actin-related protein C3) (Arp2/3 complex 21 kDa subunit) (p21-ARC)	ARPC3 At1g60430 T13D8.30	Arabidopsis thaliana (Mouse-ear cress)	174	ARPC3
Q9M9G7	reviewed	CAPZB_ARATH	Probable F-actin-capping protein subunit beta (CapZ-beta)	At1g71790 F14O23.17	Arabidopsis thaliana (Mouse-ear cress)	256	
P15475	reviewed	ACTB_XENBO	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta actin)	actb	Xenopus borealis (Kenyan clawed frog)	376	actb
P53500	reviewed	ACT_CYAM1	Actin (EC 3.6.4.-)	CYME_CMM237C	Cyanidioschyzon merolae (strain NIES-3377 / 10D) (Unicellular red alga)	377	
P60011	reviewed	ACT_SACBA	Actin (EC 3.6.4.-)	ACT1	Saccharomyces bayanus (Yeast) (Saccharomyces uvarum x Saccharomyces eubayanus)	375	ACT1
P84185	reviewed	ACT5C_ANOGA	Actin-5C (EC 3.6.4.-) (Actin-1D, cytoplasmic)	Act5C act1d AGAP000651	Anopheles gambiae (African malaria mosquito)	376	Act5C
O16808	reviewed	ACT_MAYDE	Actin (EC 3.6.4.-)		Mayetiola destructor (Hessian fly)	376	
P48465	reviewed	ACT_CRYNH	Actin (EC 3.6.4.-)	CNAG_00483	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)	375	
P53491	reviewed	ACT_ACEPE	Actin (EC 3.6.4.-)		Acetabularia peniculus (Green alga) (Polyphysa peniculus)	353	
P53499	reviewed	ACT_CHOCR	Actin (EC 3.6.4.-)	AC	Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa)	373	AC
P68555	reviewed	ACT_TAESO	Actin (EC 3.6.4.-)	ACT1; ACT2	Taenia solium (Pork tapeworm)	376	ACT1; ACT2
P86173	reviewed	ACL6B_RAT	Actin-like protein 6B (BRG1-associated factor 53B) (BAF53B)	Actl6b	Rattus norvegicus (Rat)	426	Actl6b
P45521	reviewed	ACT_PROCL	Actin (EC 3.6.4.-)		Procambarus clarkii (Red swamp crayfish)	322	
P53498	reviewed	ACT_CHLRE	Actin (EC 3.6.4.-)		Chlamydomonas reinhardtii (Chlamydomonas smithii)	377	
P30161	reviewed	ACT_COSCS	Actin (EC 3.6.4.-)		Costaria costata (Five-ribbed kelp) (Laminaria costata)	331	
P53502	reviewed	ACT_FUCDI	Actin (EC 3.6.4.-)		Fucus distichus (Common rockweed) (Brown alga)	375	
Q39596	reviewed	ACT_OXYRB	Actin (EC 3.6.4.-)		Oxybasis rubra (Red goosefoot) (Chenopodium rubrum)	85	
Q11212	reviewed	ACT_SPOLI	Actin (EC 3.6.4.-)		Spodoptera littoralis (Egyptian cotton leafworm)	164	
Q39758	reviewed	ACT_FUCVE	Actin (EC 3.6.4.-)		Fucus vesiculosus (Bladder wrack)	376	
Q9P4D1	reviewed	ACT_KOMPG	Actin (EC 3.6.4.-)	ACT1 PAS_chr3_1169	Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris)	376	ACT1
B2GUZ5	reviewed	CAZA1_RAT	F-actin-capping protein subunit alpha-1 (CapZ alpha-1)	Capza1	Rattus norvegicus (Rat)	286	Capza1
A4FUA8	reviewed	CAZA1_BOVIN	F-actin-capping protein subunit alpha-1 (CapZ alpha-1)	CAPZA1	Bos taurus (Bovine)	286	CAPZA1
Q9WUV6	reviewed	CAZA3_RAT	F-actin-capping protein subunit alpha-3 (CapZ alpha-3)	Capza3	Rattus norvegicus (Rat)	299	Capza3
Q3T1K5	reviewed	CAZA2_RAT	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	Capza2	Rattus norvegicus (Rat)	286	Capza2
B0BM95	reviewed	ACTMP_XENTR	Actin maturation protease (EC 3.4.11.-) (Actin aminopeptidase ACTMAP)	actmap	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	302	actmap
P53474	reviewed	ACTE_STRPU	Actin, cytoskeletal 3A (EC 3.6.4.-) (Actin, cytoskeletal IIIA)	CYIIIA	Strongylocentrotus purpuratus (Purple sea urchin)	376	CYIIIA
P12716	reviewed	ACTC_PISOC	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Pisaster ochraceus (Ochre sea star) (Asterias ochracea)	376	
P92179	reviewed	ACTC_BIOGL	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Biomphalaria glabrata (Bloodfluke planorb) (Freshwater snail)	376	
Q964E1	reviewed	ACTC_BIOOB	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Biomphalaria obstructa (Bloodfluke planorb) (Freshwater snail)	376	
P53472	reviewed	ACTA_STRPU	Actin, cytoskeletal 1A (EC 3.6.4.-) (Actin, cytoskeletal IA)	CYIA	Strongylocentrotus purpuratus (Purple sea urchin)	376	CYIA
P53473	reviewed	ACTB_STRPU	Actin, cytoskeletal 1B (EC 3.6.4.-) (Actin, cytoskeletal IB)	CYIB	Strongylocentrotus purpuratus (Purple sea urchin)	376	CYIB
Q964D9	reviewed	ACTC_PLATR	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Planorbella trivolvis (Marsh rams-horn) (Helisoma trivolvis)	376	
Q964E3	reviewed	ACTC_BIOAL	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Biomphalaria alexandrina (Bloodfluke planorb) (Freshwater snail)	376	
P41339	reviewed	ACTA_LIMPO	Actin, acrosomal process isoform (EC 3.6.4.-) (Actin-5)		Limulus polyphemus (Atlantic horseshoe crab)	376	
P69005	reviewed	ACTD_STRPU	Actin, cytoskeletal 2B (EC 3.6.4.-) (Actin, cytoskeletal IIB)	CYIIB SPEC3	Strongylocentrotus purpuratus (Purple sea urchin)	376	CYIIB
Q964E0	reviewed	ACTC_BIOTE	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Biomphalaria tenagophila (Bloodfluke planorb) (Freshwater snail)	376	
Q964E2	reviewed	ACTC_BIOPF	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Biomphalaria pfeifferi (Bloodfluke planorb) (Freshwater snail)	376	
P18499	reviewed	ACTF_STRPU	Actin, cytoskeletal 3B (EC 3.6.4.-) (Actin, cytoskeletal IIIB)	CYIIIB	Strongylocentrotus purpuratus (Purple sea urchin)	376	CYIIIB
P53461	reviewed	ACTC_HALRO	Actin, nonmuscle (EC 3.6.4.-) [Cleaved into: Actin, nonmuscle, intermediate form]	CA1	Halocynthia roretzi (Sea squirt) (Cynthia roretzi)	376	CA1
O42161	reviewed	ACTB_SALSA	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	Salmo salar (Atlantic salmon)	375	actb
A2BDB0	reviewed	ACTG_XENLA	Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	actg1	Xenopus laevis (African clawed frog)	375	actg1
P63257	reviewed	ACTG_TRIVU	Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	ACTG1 ACTG	Trichosurus vulpecula (Brush-tailed possum)	375	ACTG1
P68143	reviewed	ACTB_OREMO	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)	375	actb
P63256	reviewed	ACTG_ANSAN	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	ACTG1 ACTG	Anser anser anser (Western greylag goose)	375	ACTG1
P83750	reviewed	ACTB_CYPCA	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	Cyprinus carpio (Common carp)	375	actb
P83751	reviewed	ACTB_CTEID	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	Ctenopharyngodon idella (Grass carp) (Leuciscus idella)	375	actb
D4AB98	reviewed	AF1L1_RAT	Actin filament-associated protein 1-like 1 (AFAP1-like protein 1)	Afap1l1	Rattus norvegicus (Rat)	767	Afap1l1
