Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q9A706	reviewed	RRF_CAUVC	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr CC_1920	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	188	frr
Q9CE39	reviewed	RRF_LACLA	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr LL2009 L0367	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	185	frr
P94340	reviewed	RRF_BRUME	Ribosome-recycling factor (RRF) (CP24) (Ribosome-releasing factor)	frr cp24 BMEI0826	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	186	frr
Q99L28	reviewed	RLP24_MOUSE	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)	Rsl24d1	Mus musculus (Mouse)	163	Rsl24d1
Q6FTT8	reviewed	RRF1_CANGA	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 CAGL0F08943g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	233	RRF1
P0AD50	reviewed	YFIA_ECOL6	Ribosome-associated factor Y (pY) (Ribosome associated inhibitor A)	yfiA raiA c3119	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	113	yfiA
Q6CTR7	reviewed	RRF1_KLULA	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 KLLA0C10593g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	241	RRF1
P0AD51	reviewed	YFIA_ECO57	Ribosome-associated factor Y (pY) (Ribosome associated inhibitor A)	yfiA raiA Z3890 ECs3460	Escherichia coli O157:H7	113	yfiA
Q6CHA2	reviewed	RRF1_YARLI	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 YALI0A10813g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	264	RRF1
Q75F02	reviewed	RRF1_EREGS	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 AAL074C	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	226	RRF1
P0AD52	reviewed	YFIA_SHIFL	Ribosome-associated factor Y (pY) (Ribosome associated inhibitor A)	yfiA raiA SF2657 S2835	Shigella flexneri	113	yfiA
Q5XAQ7	reviewed	HPF_STRP6	Ribosome hibernation promotion factor (HPF) (Ribosome-associated factor Y)	hpf M6_Spy1371	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	182	hpf
Q6BLC3	reviewed	RRF1_DEBHA	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 DEHA2F14630g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	257	RRF1
Q28I03	reviewed	AIRIM_XENTR	AFG2-interacting ribosome maturation factor (Ribosome biogenesis protein C1orf109 homolog)	airim c2h1orf109 TEgg082i12.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	204	airim
A2YMU2	reviewed	RRFC_ORYSI	Ribosome-recycling factor, chloroplastic (RRF) (Protein OsL8) (Ribosome-releasing factor, chloroplastic)	OsI_26546	Oryza sativa subsp. indica (Rice)	266	
A0AIC2	reviewed	RIMP_LISW6	Ribosome maturation factor RimP	rimP lwe1336	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8)	155	rimP
A0JUT7	reviewed	RIMP_ARTS2	Ribosome maturation factor RimP	rimP Arth_1413	Arthrobacter sp. (strain FB24)	205	rimP
A0JUU1	reviewed	RBFA_ARTS2	Ribosome-binding factor A	rbfA Arth_1417	Arthrobacter sp. (strain FB24)	169	rbfA
A0JXU0	reviewed	RIMM_ARTS2	Ribosome maturation factor RimM	rimM Arth_2481	Arthrobacter sp. (strain FB24)	197	rimM
A0K6X3	reviewed	RIMP_BURCH	Ribosome maturation factor RimP	rimP Bcen2424_1498	Burkholderia cenocepacia (strain HI2424)	152	rimP
A0LE22	reviewed	RIMP_MAGMM	Ribosome maturation factor RimP	rimP Mmc1_3730	Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1)	185	rimP
A0M5T0	reviewed	RIMM_CHRFK	Ribosome maturation factor RimM	rimM GFO_3031	Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803) (Gramella forsetii)	175	rimM
A0Q0R0	reviewed	RIMP_CLONN	Ribosome maturation factor RimP	rimP NT01CX_2139	Clostridium novyi (strain NT)	154	rimP
A0QIY5	reviewed	RIMP_MYCA1	Ribosome maturation factor RimP	rimP MAV_3696	Mycobacterium avium (strain 104)	178	rimP
A0QV39	reviewed	RIMM_MYCS2	Ribosome maturation factor RimM	rimM MSMEG_2437 MSMEI_2376	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	173	rimM
A0QVM3	reviewed	RIMP_MYCS2	Ribosome maturation factor RimP	rimP MSMEG_2624 MSMEI_2562	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	181	rimP
A0RHI2	reviewed	RBFA_BACAH	Ribosome-binding factor A	rbfA BALH_3439	Bacillus thuringiensis (strain Al Hakam)	118	rbfA
A1A0A3	reviewed	RBFA_BIFAA	Ribosome-binding factor A	rbfA BAD_0355	Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a)	167	rbfA
A1AML8	reviewed	RIMP_PELPD	Ribosome maturation factor RimP	rimP Ppro_0960	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	161	rimP
A1B584	reviewed	RIMP_PARDP	Ribosome maturation factor RimP	rimP Pden_2591	Paracoccus denitrificans (strain Pd 1222)	206	rimP
A1D7P0	reviewed	NSA2_NEOFI	Ribosome biogenesis protein nsa2	nsa2 NFIA_069050	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	271	nsa2
A1JIW7	reviewed	RIMP_YERE8	Ribosome maturation factor RimP	rimP YE0432	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	152	rimP
A1K9L0	reviewed	RIMM_AZOSB	Ribosome maturation factor RimM	rimM azo2899	Azoarcus sp. (strain BH72)	168	rimM
A1KMQ1	reviewed	RIMM_MYCBP	Ribosome maturation factor RimM	rimM BCG_2928c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	176	rimM
A1S605	reviewed	RMF_SHEAM	Ribosome modulation factor (RMF)	rmf Sama_1604	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	58	rmf
A1SZY7	reviewed	RIMM_PSYIN	Ribosome maturation factor RimM	rimM Ping_3366	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	175	rimM
A1T754	reviewed	RIMM_MYCVP	Ribosome maturation factor RimM	rimM Mvan_2189	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	172	rimM
A1UEF4	reviewed	RIMM_MYCSK	Ribosome maturation factor RimM	rimM Mkms_2013	Mycobacterium sp. (strain KMS)	173	rimM
A1UER9	reviewed	RBFA_MYCSK	Ribosome-binding factor A	rbfA Mkms_2129	Mycobacterium sp. (strain KMS)	171	rbfA
A1UU47	reviewed	RIMP_BARBK	Ribosome maturation factor RimP	rimP BARBAKC583_1251	Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)	209	rimP
A1V6J3	reviewed	RIMM_BURMS	Ribosome maturation factor RimM	rimM BMASAVP1_A2544	Burkholderia mallei (strain SAVP1)	229	rimM
A1VG80	reviewed	RIMP_DESVV	Ribosome maturation factor RimP	rimP Dvul_2430	Desulfovibrio vulgaris subsp. vulgaris (strain DP4)	172	rimP
A1VNU1	reviewed	RBFA_POLNA	Ribosome-binding factor A	rbfA Pnap_2010	Polaromonas naphthalenivorans (strain CJ2)	122	rbfA
A1VZ67	reviewed	RIMM_CAMJJ	Ribosome maturation factor RimM	rimM CJJ81176_0735	Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176)	179	rimM
A1WPU0	reviewed	RIMM_VEREI	Ribosome maturation factor RimM	rimM Veis_3940	Verminephrobacter eiseniae (strain EF01-2)	192	rimM
A1WXV3	reviewed	RIMP_HALHL	Ribosome maturation factor RimP	rimP Hhal_1751	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	151	rimP
A2BT67	reviewed	RIMP_PROMS	Ribosome maturation factor RimP	rimP A9601_16951	Prochlorococcus marinus (strain AS9601)	155	rimP
A2BYY9	reviewed	RIMM_PROM5	Ribosome maturation factor RimM	rimM P9515_17931	Prochlorococcus marinus (strain MIT 9515)	179	rimM
A2C6Q8	reviewed	RIMP_PROM3	Ribosome maturation factor RimP	rimP P9303_04161	Prochlorococcus marinus (strain MIT 9303)	154	rimP
A2RD02	reviewed	RBFA_STRPG	Ribosome-binding factor A	rbfA SpyM50383	Streptococcus pyogenes serotype M5 (strain Manfredo)	116	rbfA
A2S2L0	reviewed	RBFA_BURM9	Ribosome-binding factor A	rbfA BMA10229_A0174	Burkholderia mallei (strain NCTC 10229)	122	rbfA
A3D7K5	reviewed	RBFA_SHEB5	Ribosome-binding factor A	rbfA Sbal_3238	Shewanella baltica (strain OS155 / ATCC BAA-1091)	157	rbfA
A3LQ86	reviewed	YTM1_PICST	Ribosome biogenesis protein YTM1	YTM1 PICST_42488	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	467	YTM1
A3M1K4	reviewed	RBFA_ACIBT	Ribosome-binding factor A	rbfA A1S_0338	Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377)	133	rbfA
A3PNK9	reviewed	RIMP_CERS1	Ribosome maturation factor RimP	rimP Rsph17029_2823	Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) (Rhodobacter sphaeroides)	204	rimP
A3PY76	reviewed	RBFA_MYCSJ	Ribosome-binding factor A	rbfA Mjls_2066	Mycobacterium sp. (strain JLS)	171	rbfA
A3QGU4	reviewed	RBFA_SHELP	Ribosome-binding factor A	rbfA Shew_2826	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	140	rbfA
A3QGU7	reviewed	RIMP_SHELP	Ribosome maturation factor RimP	rimP Shew_2829	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	151	rimP
A4FM32	reviewed	RBFA_SACEN	Ribosome-binding factor A	rbfA SACE_5924	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	166	rbfA
A4FM36	reviewed	RIMP_SACEN	Ribosome maturation factor RimP	rimP SACE_5928	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	185	rimP
A4G2T6	reviewed	RIMM_HERAR	Ribosome maturation factor RimM	rimM HEAR0624	Herminiimonas arsenicoxydans	177	rimM
A4G7S9	reviewed	RIMP_HERAR	Ribosome maturation factor RimP	rimP HEAR2435	Herminiimonas arsenicoxydans	161	rimP
A4J5X6	reviewed	RIMP_DESRM	Ribosome maturation factor RimP	rimP Dred_1961	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	153	rimP
A4TCF7	reviewed	RBFA_MYCGI	Ribosome-binding factor A	rbfA Mflv_4038	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	168	rbfA
A4TQ63	reviewed	RIMM_YERPP	Ribosome maturation factor RimM	rimM YPDSF_3067	Yersinia pestis (strain Pestoides F)	182	rimM
A4VPP2	reviewed	RIMP_STUS1	Ribosome maturation factor RimP	rimP PST_3312	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	152	rimP
A4VXH2	reviewed	RBFA_STRSY	Ribosome-binding factor A	rbfA SSU05_1845	Streptococcus suis (strain 05ZYH33)	117	rbfA
A4VXH7	reviewed	RIMP_STRSY	Ribosome maturation factor RimP	rimP SSU05_1850	Streptococcus suis (strain 05ZYH33)	158	rimP
A4W3R6	reviewed	RBFA_STRS2	Ribosome-binding factor A	rbfA SSU98_1847	Streptococcus suis (strain 98HAH33)	117	rbfA
A4WEY2	reviewed	RBFA_ENT38	Ribosome-binding factor A	rbfA Ent638_3604	Enterobacter sp. (strain 638)	133	rbfA
A4Y9B9	reviewed	RBFA_SHEPC	Ribosome-binding factor A	rbfA Sputcn32_2833	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	149	rbfA
A5CXX7	reviewed	RBFA_VESOH	Ribosome-binding factor A	rbfA COSY_0060	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	114	rbfA
A5D2U8	reviewed	RIMP_PELTS	Ribosome maturation factor RimP	rimP PTH_1265	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	153	rimP
A5DKC4	reviewed	NSA1_PICGU	Ribosome biogenesis protein NSA1	NSA1 PGUG_03725	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	398	NSA1
A5DZE1	reviewed	NSA2_LODEL	Ribosome biogenesis protein NSA2	NSA2 LELG_02728	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)	261	NSA2
A5E909	reviewed	RIMM_BRASB	Ribosome maturation factor RimM	rimM BBta_0366	Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182)	198	rimM
A5EWY8	reviewed	RBFA_DICNV	Ribosome-binding factor A	rbfA DNO_0028	Dichelobacter nodosus (strain VCS1703A)	122	rbfA
A5FKD8	reviewed	RIMM_FLAJ1	Ribosome maturation factor RimM	rimM Fjoh_1300	Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae)	174	rimM
A5FV18	reviewed	RIMP_ACICJ	Ribosome maturation factor RimP	rimP Acry_0222	Acidiphilium cryptum (strain JF-5)	201	rimP
A5GI62	reviewed	RIMM_SYNPW	Ribosome maturation factor RimM	rimM SynWH7803_0201	Synechococcus sp. (strain WH7803)	175	rimM
A5GNI7	reviewed	RIMP_SYNPW	Ribosome maturation factor RimP	rimP SynWH7803_2076	Synechococcus sp. (strain WH7803)	155	rimP
A5ISC4	reviewed	RIMM_STAA9	Ribosome maturation factor RimM	rimM SaurJH9_1298	Staphylococcus aureus (strain JH9)	167	rimM
A5ISF4	reviewed	RBFA_STAA9	Ribosome-binding factor A	rbfA SaurJH9_1330	Staphylococcus aureus (strain JH9)	116	rbfA
A5N843	reviewed	RBFA_CLOK5	Ribosome-binding factor A	rbfA CKL_1432	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	121	rbfA
A5V9P8	reviewed	RIMM_RHIWR	Ribosome maturation factor RimM	rimM Swit_2658	Rhizorhabdus wittichii (strain DSM 6014 / CCUG 31198 / JCM 15750 / NBRC 105917 / EY 4224 / RW1) (Sphingomonas wittichii)	157	rimM
A5VCZ9	reviewed	RIMP_RHIWR	Ribosome maturation factor RimP	rimP Swit_3820	Rhizorhabdus wittichii (strain DSM 6014 / CCUG 31198 / JCM 15750 / NBRC 105917 / EY 4224 / RW1) (Sphingomonas wittichii)	186	rimP
A5W989	reviewed	RIMP_PSEP1	Ribosome maturation factor RimP	rimP Pput_4579	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	169	rimP
A6L028	reviewed	RIMP_PHOV8	Ribosome maturation factor RimP	rimP BVU_1353	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus)	155	rimP
A6L0W6	reviewed	RIMM_PHOV8	Ribosome maturation factor RimM	rimM BVU_1649	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus)	172	rimM
A6LN42	reviewed	RBFA_THEM4	Ribosome-binding factor A	rbfA Tmel_1498	Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429)	125	rbfA
A6LSQ5	reviewed	RBFA_CLOB8	Ribosome-binding factor A	rbfA Cbei_1203	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	118	rbfA
A6T0Y7	reviewed	RBFA_JANMA	Ribosome-binding factor A	rbfA mma_2494	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	128	rbfA
A6TRS7	reviewed	RIMM_ALKMQ	Ribosome maturation factor RimM	rimM Amet_2744	Alkaliphilus metalliredigens (strain QYMF)	168	rimM
A6VLP7	reviewed	RIMM_ACTSZ	Ribosome maturation factor RimM	rimM Asuc_0519	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z)	175	rimM
A6VND8	reviewed	RIMP_ACTSZ	Ribosome maturation factor RimP	rimP Asuc_1119	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z)	151	rimP
A6WWW4	reviewed	RBFA_BRUA4	Ribosome-binding factor A	rbfA Oant_0746	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi)	150	rbfA
A6WWW8	reviewed	RIMP_BRUA4	Ribosome maturation factor RimP	rimP Oant_0750	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi)	224	rimP
A6ZQK9	reviewed	ALB1_YEAS7	Ribosome biogenesis protein ALB1	ALB1 SCY_3170	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)	175	ALB1
A7FMS4	reviewed	RIMP_YERP3	Ribosome maturation factor RimP	rimP YpsIP31758_3598	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	154	rimP
A7FVZ2	reviewed	RBFA_CLOB1	Ribosome-binding factor A	rbfA CLB_2281	Clostridium botulinum (strain ATCC 19397 / Type A)	120	rbfA
A7GG05	reviewed	RBFA_CLOBL	Ribosome-binding factor A	rbfA CLI_2473	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F)	120	rbfA
A7GG10	reviewed	RIMP_CLOBL	Ribosome maturation factor RimP	rimP CLI_2478	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F)	153	rimP
A7GRE1	reviewed	RBFA_BACCN	Ribosome-binding factor A	rbfA Bcer98_2463	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	118	rbfA
A7GZB2	reviewed	RIMM_CAMC5	Ribosome maturation factor RimM	rimM Ccur92_12500 CCV52592_0678	Campylobacter curvus (strain 525.92)	176	rimM
A7H9F5	reviewed	RBFA_ANADF	Ribosome-binding factor A	rbfA Anae109_1143	Anaeromyxobacter sp. (strain Fw109-5)	122	rbfA
A7HBQ0	reviewed	RIMM_ANADF	Ribosome maturation factor RimM	rimM Anae109_1943	Anaeromyxobacter sp. (strain Fw109-5)	165	rimM
A7HK34	reviewed	RBFA_FERNB	Ribosome-binding factor A	rbfA Fnod_0402	Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1)	125	rbfA
A7HZ94	reviewed	RBFA_PARL1	Ribosome-binding factor A	rbfA Plav_3629	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)	140	rbfA
A7IC11	reviewed	RIMP_XANP2	Ribosome maturation factor RimP	rimP Xaut_0296	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	286	rimP
A7MQE3	reviewed	RIMP_CROS8	Ribosome maturation factor RimP	rimP ESA_03563	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	160	rimP
A7MZI4	reviewed	RBFA_VIBC1	Ribosome-binding factor A	rbfA VIBHAR_03395	Vibrio campbellii (strain ATCC BAA-1116)	135	rbfA
A7NEJ0	reviewed	RIMP_FRATF	Ribosome maturation factor RimP	rimP FTA_1918	Francisella tularensis subsp. holarctica (strain FTNF002-00 / FTA)	152	rimP
A7NJT6	reviewed	RIMM_ROSCS	Ribosome maturation factor RimM	rimM Rcas_1664	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	178	rimM
A7THW2	reviewed	ALB1_VANPO	Ribosome biogenesis protein ALB1	ALB1 Kpol_1031p28	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus)	158	ALB1
A7TJL1	reviewed	NSA1_VANPO	Ribosome biogenesis protein NSA1	NSA1 Kpol_534p34	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus)	445	NSA1
A7X1K9	reviewed	RIMM_STAA1	Ribosome maturation factor RimM	rimM SAHV_1229	Staphylococcus aureus (strain Mu3 / ATCC 700698)	167	rimM
A7ZQ48	reviewed	RIMM_ECO24	Ribosome maturation factor RimM	rimM EcE24377A_2892	Escherichia coli O139:H28 (strain E24377A / ETEC)	182	rimM
A7ZS64	reviewed	RBFA_ECO24	Ribosome-binding factor A	rbfA EcE24377A_3651	Escherichia coli O139:H28 (strain E24377A / ETEC)	133	rbfA
A8A4Y6	reviewed	RIMP_ECOHS	Ribosome maturation factor RimP	rimP EcHS_A3362	Escherichia coli O9:H4 (strain HS)	150	rimP
A8F1B9	reviewed	RIMM_RICM5	Ribosome maturation factor RimM	rimM RMA_0489	Rickettsia massiliae (strain Mtu5)	165	rimM
A8F3G2	reviewed	RIMM_PSELT	Ribosome maturation factor RimM	rimM Tlet_0126	Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae)	168	rimM
A8FDC7	reviewed	RIMP_BACP2	Ribosome maturation factor RimP	rimP BPUM_1562	Bacillus pumilus (strain SAFR-032)	157	rimP
A8FJU2	reviewed	RBFA_CAMJ8	Ribosome-binding factor A	rbfA C8J_0130	Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828)	120	rbfA
A8FYS2	reviewed	RIMP_SHESH	Ribosome maturation factor RimP	rimP Ssed_3391	Shewanella sediminis (strain HAW-EB3)	151	rimP
A8G6Z2	reviewed	RIMP_PROM2	Ribosome maturation factor RimP	rimP P9215_17601	Prochlorococcus marinus (strain MIT 9215)	155	rimP
A8G905	reviewed	RIMP_SERP5	Ribosome maturation factor RimP	rimP Spro_0487	Serratia proteamaculans (strain 568)	152	rimP
A8GS39	reviewed	RBFA_RICRS	Ribosome-binding factor A	rbfA A1G_03415	Rickettsia rickettsii (strain Sheila Smith)	120	rbfA
A8H739	reviewed	RBFA_SHEPA	Ribosome-binding factor A	rbfA Spea_3059	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	142	rbfA
A8IKV0	reviewed	RIMM_AZOC5	Ribosome maturation factor RimM	rimM AZC_3953	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / LMG 6465 / NBRC 14845 / NCIMB 13405 / ORS 571)	177	rimM
A8L5A4	reviewed	RIMM_FRASN	Ribosome maturation factor RimM	rimM Franean1_1150	Frankia sp. (strain EAN1pec)	218	rimM
A8M748	reviewed	RBFA_SALAI	Ribosome-binding factor A	rbfA Sare_1329	Salinispora arenicola (strain CNS-205)	156	rbfA
A8MHI0	reviewed	RIMP_ALKOO	Ribosome maturation factor RimP	rimP Clos_1524	Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs))	154	rimP
A8YVQ6	reviewed	RBFA_LACH4	Ribosome-binding factor A	rbfA lhv_1341	Lactobacillus helveticus (strain DPC 4571)	121	rbfA
A9ADT0	reviewed	RIMM_BURM1	Ribosome maturation factor RimM	rimM Bmul_2233 BMULJ_01006	Burkholderia multivorans (strain ATCC 17616 / 249)	223	rimM
A9BCI2	reviewed	RIMP_PROM4	Ribosome maturation factor RimP	rimP P9211_16131	Prochlorococcus marinus (strain MIT 9211)	155	rimP
A9C1Z0	reviewed	RIMP_DELAS	Ribosome maturation factor RimP	rimP Daci_2988	Delftia acidovorans (strain DSM 14801 / SPH-1)	192	rimP
A9F3N7	reviewed	RIMM_SORC5	Ribosome maturation factor RimM	rimM sce4437	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	170	rimM
A9G896	reviewed	RIMP_SORC5	Ribosome maturation factor RimP	rimP sce5801	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	208	rimP
A9ITY3	reviewed	RIMP_BORPD	Ribosome maturation factor RimP	rimP Bpet3135	Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448)	163	rimP
A9IZB5	reviewed	RIMM_BART1	Ribosome maturation factor RimM	rimM BT_2548	Bartonella tribocorum (strain CIP 105476 / IBS 506)	181	rimM
A9M8Q1	reviewed	RIMM_BRUC2	Ribosome maturation factor RimM	rimM BCAN_A1959	Brucella canis (strain ATCC 23365 / NCTC 10854)	189	rimM
A9MGT6	reviewed	RIMM_SALAR	Ribosome maturation factor RimM	rimM SARI_00251	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	183	rimM
A9N731	reviewed	RBFA_SALPB	Ribosome-binding factor A	rbfA SPAB_04097	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	133	rbfA
A9VT80	reviewed	RIMM_BACMK	Ribosome maturation factor RimM	rimM BcerKBAB4_3665	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis)	171	rimM
A9W685	reviewed	RIMP_METEP	Ribosome maturation factor RimP	rimP Mext_2700	Methylorubrum extorquens (strain PA1) (Methylobacterium extorquens)	251	rimP
A9WGP7	reviewed	RBFA_CHLAA	Ribosome-binding factor A	rbfA Caur_3014	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	127	rbfA
B0JU70	reviewed	RIMP_MICAN	Ribosome maturation factor RimP	rimP MAE_14360	Microcystis aeruginosa (strain NIES-843 / IAM M-2473)	156	rimP
B0KHY0	reviewed	RIMP_PSEPG	Ribosome maturation factor RimP	rimP PputGB1_4714	Pseudomonas putida (strain GB-1)	152	rimP
B0SQH2	reviewed	RIMP_LEPBP	Ribosome maturation factor RimP	rimP LEPBI_I1523	Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris)	162	rimP
